# time_iso,lat_deg,lon_deg,alt_m,he_#/m3,o_#/m3,n2_#/m3,o2_#/m3,ar_#/m3,h_#/m3,n_#/m3,mass_kg_m3,texo_k,talt_k
2024-01-01T00:00:00,28.5,0.0,150000.0,100000.0,10000000000.0,100000000000.0,10000000000.0,1000000000.0,10000000.0,100000000.0,1e-12,800.0,250.0
2024-01-01T00:00:00,28.5,0.0,200000.0,100000.0,10000000000.0,100000000000.0,10000000000.0,1000000000.0,10000000.0,100000000.0,1e-12,800.0,250.0
2024-01-01T00:00:00,28.5,0.0,250000.0,100000.0,10000000000.0,100000000000.0,10000000000.0,1000000000.0,10000000.0,100000000.0,1e-12,800.0,250.0
2024-01-01T00:00:00,28.5,0.0,300000.0,100000.0,10000000000.0,100000000000.0,10000000000.0,1000000000.0,10000000.0,100000000.0,1e-12,800.0,250.0
2024-01-01T00:00:00,28.5,0.0,350000.0,100000.0,10000000000.0,100000000000.0,10000000000.0,1000000000.0,10000000.0,100000000.0,1e-12,800.0,250.0
2024-01-01T00:00:00,28.5,0.0,400000.0,100000.0,10000000000.0,100000000000.0,10000000000.0,1000000000.0,10000000.0,100000000.0,1e-12,800.0,250.0
2024-01-01T00:00:00,28.5,0.0,450000.0,100000.0,10000000000.0,100000000000.0,10000000000.0,1000000000.0,10000000.0,100000000.0,1e-12,800.0,250.0
2024-01-01T00:00:00,28.5,0.0,500000.0,100000.0,10000000000.0,100000000000.0,10000000000.0,1000000000.0,10000000.0,100000000.0,1e-12,800.0,250.0
2024-01-01T00:00:00,28.5,0.0,550000.0,100000.0,10000000000.0,100000000000.0,10000000000.0,1000000000.0,10000000.0,100000000.0,1e-12,800.0,250.0
2024-01-01T00:00:00,28.5,0.0,600000.0,100000.0,10000000000.0,100000000000.0,10000000000.0,1000000000.0,10000000.0,100000000.0,1e-12,800.0,250.0
2024-01-01T00:10:00,28.5,0.0,150000.0,100000.0,10000000000.0,100000000000.0,10000000000.0,1000000000.0,10000000.0,100000000.0,1e-12,800.0,250.0
